id,y,y_pred,neuron
302,2.45,3.30222,11
302,8.35,8.89262,12
302,3.05,3.49339,13
302,5.4,4.49309,14
302,2.1,3.48602,15
302,3.2,4.41936,16
302,0.35,0.916658,17
302,4.5,3.81891,18
302,3.2,2.40671,19
302,5.1,5.38105,20
302,9.7,7.8535,21
302,6.95,6.81422,22
302,2.3,2.08555,23
302,3.8,0.0,24
302,2.05,2.31397,25
302,8.0,5.53273,26
302,1.2,2.17663,27
302,7.4,6.81265,28
302,0.95,0.0,29
302,6.6,4.9114,30
302,3.9,0.0,31
302,1.9,0.0,32
302,0.75,0.807081,33
302,4.45,3.12827,34
302,0.75,0.0,35
302,2.0,2.03724,36
628,4.35,2.74132,0
628,0.8,0.511099,1
628,3.2,2.56546,2
628,0.4,0.346578,3
628,8.2,5.9085,4
628,1.85,0.872187,5
628,0.85,0.869932,6
628,1.6,0.964644,7
628,4.85,3.74507,8
628,2.95,2.7198,9
628,2.85,2.47982,10
628,2.0,2.03902,11
628,5.4,3.28671,12
628,1.85,1.92452,13
628,2.4,2.35187,14
628,3.3,2.76485,15
628,2.95,3.79343,16
628,0.2,0.0,17
628,4.8,2.96264,18
628,2.35,1.69913,19
628,3.85,2.97657,20
628,4.95,2.69359,21
628,4.25,3.05391,22
628,0.8,0.667378,23
628,1.25,0.0,24
628,1.4,1.29805,25
628,3.9,3.95074,26
628,1.5,1.02952,27
628,3.45,3.06596,28
628,0.7,0.0,29
628,2.6,2.15297,30
628,3.1,0.0,31
628,1.45,0.0,32
628,1.3,0.819497,33
628,2.7,2.47431,34
628,1.1,0.0,35
628,2.1,1.55259,36
654,0.5,0.769971,0
654,0.6,0.423247,1
654,0.65,0.933036,2
654,0.2,0.194926,3
654,5.5,4.0218,4
654,1.05,0.702253,5
654,0.15,0.432361,6
654,0.05,0.291052,7
654,3.5,2.61684,8
654,2.5,2.64474,9
654,2.9,2.17785,10
654,0.95,1.11613,11
654,0.65,0.552606,12
654,0.85,0.96694,13
654,0.85,1.15044,14
654,0.25,1.23298,15
654,0.05,0.677259,16
654,0.35,0.0333392,17
654,1.45,1.33805,18
654,1.55,0.990358,19
654,2.8,2.09279,20
654,2.6,1.97848,21
654,0.65,1.47157,22
654,0.2,0.174981,23
654,0.55,0.0,24
654,1.5,1.40385,25
654,3.45,3.41674,26
654,0.55,0.696438,27
654,0.8,0.979272,28
654,0.2,0.0,29
654,0.95,0.872729,30
654,0.2,0.0,31
654,1.05,0.0,32
654,0.95,0.963719,33
654,2.55,2.38727,34
654,0.4,0.0,35
654,0.85,0.980634,36
86,3.8,3.18635,0
86,1.6,2.54185,1
86,4.65,2.80368,2
86,0.35,0.205315,3
86,9.8,8.13247,4
86,1.75,1.91771,5
86,0.7,1.02508,6
86,2.2,1.41,7
86,6.55,5.68863,8
86,3.6,5.00025,9
86,3.05,3.73225,10
86,3.35,2.64983,11
86,5.05,4.79475,12
86,3.55,3.43206,13
86,3.75,3.62601,14
86,2.7,1.65937,15
86,3.95,2.65731,16
86,0.9,1.47254,17
86,9.35,4.11535,18
86,2.6,2.13655,19
86,5.45,4.4903,20
86,6.4,5.71065,21
86,3.5,4.3944,22
86,1.75,0.987379,23
86,2.3,0.0,24
86,1.85,2.83253,25
86,4.0,6.01811,26
86,0.75,1.52133,27
86,5.95,4.25982,28
86,1.35,0.0,29
86,3.95,4.15137,30
86,4.6,0.0,31
86,2.15,0.0,32
86,0.75,0.724614,33
86,2.6,3.64242,34
86,0.65,0.0,35
86,2.75,1.67951,36
588,1.85,1.93443,0
588,3.7,3.1171,1
588,4.2,2.72359,2
588,0.6,0.285636,3
588,10.45,7.37279,4
588,2.4,1.54712,5
588,0.85,0.641369,6
588,1.45,1.77405,7
588,7.8,6.30107,8
588,6.35,4.39031,9
588,4.4,3.26877,10
588,3.6,2.06435,11
588,7.95,6.6276,12
588,3.05,2.40057,13
588,5.2,3.73647,14
588,1.9,1.80675,15
588,1.25,1.1675,16
588,1.7,1.64856,17
588,6.6,4.07551,18
588,2.25,2.12639,19
588,6.4,3.95585,20
588,7.3,6.49207,21
588,6.45,4.10755,22
588,1.05,1.1109,23
588,3.65,0.0,24
588,3.5,2.51481,25
588,6.75,5.043,26
588,1.25,1.23624,27
588,7.15,5.42951,28
588,0.55,0.0,29
588,4.4,3.85871,30
588,2.3,0.0,31
588,2.65,0.0,32
588,0.5,0.362593,33
588,4.6,2.88207,34
588,0.8,0.0,35
588,1.4,1.38191,36
446,4.6,4.07412,0
446,4.85,3.61191,1
446,5.65,4.30092,2
446,0.3,0.0,3
446,9.1,6.02536,4
446,0.9,1.35954,5
446,0.65,1.21286,6
446,3.25,1.85775,7
446,6.65,5.61046,8
446,6.05,5.86737,9
446,5.4,4.60974,10
446,3.45,2.88639,11
446,3.9,3.50702,12
446,5.3,4.27403,13
446,5.55,4.41937,14
446,2.35,3.5395,15
446,3.95,4.13368,16
446,2.95,2.20806,17
446,10.05,7.00111,18
446,2.0,2.33808,19
446,4.35,2.5937,20
446,6.8,5.01796,21
446,4.7,6.11242,22
446,2.1,1.67704,23
446,2.85,0.0,24
446,4.15,3.88904,25
446,6.7,7.85381,26
446,2.5,2.2238,27
446,5.2,3.76026,28
446,1.05,0.0,29
446,5.25,4.73474,30
446,5.25,0.0,31
446,2.45,0.0,32
446,0.7,0.0,33
446,5.25,4.57731,34
446,1.5,0.0,35
446,2.15,1.03559,36
557,0.95,0.831715,0
557,0.5,0.959816,1
557,1.3,0.95537,2
557,0.4,0.187823,3
557,5.75,3.56853,4
557,1.05,0.838407,5
557,0.7,0.511209,6
557,0.3,0.00758347,7
557,4.65,3.48671,8
557,3.7,2.82214,9
557,3.6,2.56345,10
557,1.25,1.12608,11
557,3.55,3.42969,12
557,2.15,0.849626,13
557,2.25,1.18111,14
557,0.55,0.589233,15
557,0.6,0.275615,16
557,0.0,0.223844,17
557,2.2,1.47013,18
557,1.95,1.33136,19
557,3.5,1.65981,20
557,3.2,2.25598,21
557,3.9,2.58948,22
557,0.2,0.201379,23
557,1.45,0.0,24
557,2.3,1.56685,25
557,4.4,4.09356,26
557,0.6,0.823524,27
557,3.95,2.6722,28
557,1.1,0.0,29
557,1.45,0.724374,30
557,0.65,0.0,31
557,1.35,0.0,32
557,0.65,0.646464,33
557,3.3,2.55072,34
557,0.35,0.0,35
557,1.95,0.965359,36
166,1.95,1.43223,0
166,0.3,0.0976987,1
166,1.55,1.77519,2
166,0.4,0.246537,3
166,6.15,3.61854,4
166,1.15,0.525147,5
166,0.65,0.445218,6
166,0.7,1.46522,7
166,5.6,3.85169,8
166,2.95,1.99172,9
166,4.25,1.9305,10
166,1.95,1.35682,11
166,3.8,3.12813,12
166,2.45,0.642708,13
166,0.95,1.18077,14
166,0.55,1.27531,15
166,1.1,1.27788,16
166,0.1,0.0,17
166,2.3,2.51283,18
166,2.2,1.38335,19
166,3.3,1.61304,20
166,3.45,2.10149,21
166,6.6,3.04746,22
166,0.3,0.930499,23
166,1.9,0.0,24
166,1.55,1.11277,25
166,6.5,3.30088,26
166,0.85,0.683351,27
166,4.65,3.35708,28
166,0.7,0.0,29
166,1.2,0.691655,30
166,0.95,0.0,31
166,1.25,0.0,32
166,0.35,0.479189,33
166,3.5,1.89918,34
166,0.4,0.0,35
166,1.4,0.9113,36
360,2.95,3.00675,0
360,4.7,4.09982,1
360,5.95,3.90919,2
360,0.7,0.389502,3
360,10.65,8.92095,4
360,4.0,1.24718,5
360,0.95,0.835604,6
360,2.85,2.4366,7
360,6.9,5.16136,8
360,6.2,6.86854,9
360,3.65,4.67379,10
360,3.05,3.91205,11
360,9.75,8.58963,12
360,2.0,1.96706,13
360,4.55,4.009,14
360,1.3,1.53428,15
360,2.25,2.4502,16
360,2.7,2.46585,17
360,8.25,5.16836,18
360,2.2,2.18603,19
360,5.05,4.40042,20
360,8.35,5.23029,21
360,5.9,4.55377,22
360,1.5,1.7847,23
360,1.95,0.0,24
360,3.8,4.20531,25
360,4.5,6.45125,26
360,1.9,1.96057,27
360,6.25,5.37921,28
360,0.8,0.0,29
360,3.6,4.49336,30
360,2.25,0.0,31
360,2.45,0.0,32
360,1.15,0.946082,33
360,3.45,3.97461,34
360,0.5,0.0,35
360,2.2,1.4302,36
44,2.35,1.89898,0
44,1.4,1.63284,1
44,3.8,1.95059,2
44,0.15,0.257955,3
44,6.55,6.16727,4
44,1.55,0.953597,5
44,0.9,0.590663,6
44,1.4,1.05556,7
44,5.35,4.61099,8
44,4.6,3.71935,9
44,3.95,3.1559,10
44,3.4,1.8854,11
44,7.25,4.65467,12
44,3.2,2.22866,13
44,3.15,3.10435,14
44,1.35,1.26233,15
44,1.7,1.42337,16
44,0.2,0.834421,17
44,5.45,2.80196,18
44,1.6,1.45795,19
44,2.85,2.86498,20
44,4.25,3.45816,21
44,2.7,2.98329,22
44,0.6,0.748496,23
44,1.6,0.0,24
44,2.3,2.00215,25
44,5.8,5.20983,26
44,1.0,0.88312,27
44,5.7,4.36354,28
44,1.4,0.0,29
44,2.35,3.1219,30
44,2.1,0.0,31
44,1.45,0.0,32
44,0.1,0.347345,33
44,3.15,3.07999,34
44,0.5,0.0,35
44,2.15,1.20132,36
571,3.9,2.95613,0
571,2.65,2.22575,1
571,2.3,1.85935,2
571,0.2,0.176205,3
571,6.75,5.59604,4
571,1.85,1.11689,5
571,1.25,0.841903,6
571,0.65,0.860934,7
571,6.55,5.69504,8
571,5.25,3.81498,9
571,3.45,2.82108,10
571,2.9,2.2372,11
571,3.0,2.373,12
571,3.45,3.29496,13
571,2.6,2.35084,14
571,1.7,1.3148,15
571,3.3,2.34804,16
571,1.5,0.954667,17
571,4.05,2.82852,18
571,2.2,2.06044,19
571,2.95,2.74671,20
571,7.0,4.23172,21
571,7.55,5.36882,22
571,0.9,0.879832,23
571,2.65,0.0,24
571,3.1,2.16464,25
571,4.45,3.65608,26
571,1.35,1.37135,27
571,3.6,2.89815,28
571,1.4,0.0,29
571,1.25,2.27674,30
571,4.35,0.0,31
571,1.1,0.0,32
571,0.5,0.32272,33
571,3.85,2.55812,34
571,0.85,0.0,35
571,2.0,1.40494,36
545,0.4,0.466715,0
545,0.1,0.240943,1
545,0.5,0.697657,2
545,0.3,0.0825335,3
545,3.0,3.38366,4
545,0.55,0.667512,5
545,0.35,0.376084,6
545,0.05,0.0,7
545,2.9,3.49497,8
545,1.2,1.94991,9
545,1.8,1.93397,10
545,0.25,1.02022,11
545,1.25,2.17227,12
545,0.4,0.695654,13
545,0.85,0.901132,14
545,0.35,0.540839,15
545,0.2,0.218861,16
545,0.0,0.0,17
545,0.65,1.16953,18
545,1.35,1.24466,19
545,1.3,1.93173,20
545,1.35,2.04651,21
545,1.6,2.56702,22
545,0.15,0.178705,23
545,0.85,0.0,24
545,1.0,0.981398,25
545,3.1,3.00124,26
545,0.15,0.619212,27
545,2.25,2.5795,28
545,0.2,0.0,29
545,1.15,0.718217,30
545,0.3,0.0,31
545,0.7,0.0,32
545,0.3,0.503799,33
545,1.4,1.86146,34
545,0.1,0.0,35
545,0.85,1.01376,36
655,0.7,0.803313,0
655,0.35,0.482562,1
655,1.05,1.01374,2
655,0.7,0.249502,3
655,4.95,4.60417,4
655,1.8,0.752868,5
655,0.4,0.465297,6
655,0.55,0.569655,7
655,3.15,2.61023,8
655,2.3,2.68471,9
655,2.7,2.13351,10
655,0.8,1.25886,11
655,1.55,1.20522,12
655,1.5,0.897217,13
655,2.05,1.25715,14
655,0.9,0.83043,15
655,0.6,0.636075,16
655,0.4,0.0454966,17
655,0.9,1.28498,18
655,1.3,1.07056,19
655,3.0,2.47678,20
655,2.8,2.26857,21
655,0.85,1.45996,22
655,0.15,0.32267,23
655,0.5,0.0,24
655,1.3,1.34885,25
655,3.1,3.29486,26
655,0.55,0.79969,27
655,0.9,1.271,28
655,0.3,0.0,29
655,1.55,1.12701,30
655,0.55,0.0,31
655,1.5,0.0,32
655,0.65,0.964584,33
655,2.25,2.28779,34
655,0.5,0.0,35
655,1.35,1.08277,36
562,4.3,3.78155,0
562,1.0,1.79395,1
562,2.45,2.52403,2
562,0.35,0.157222,3
562,9.0,7.38477,4
562,1.1,0.899907,5
562,1.05,0.920677,6
562,0.7,0.875809,7
562,6.15,6.01949,8
562,5.05,4.18281,9
562,4.15,4.01752,10
562,3.15,2.92333,11
562,4.85,4.74693,12
562,3.75,3.34488,13
562,3.45,3.31836,14
562,1.05,0.969402,15
562,3.3,2.63223,16
562,0.55,0.7765,17
562,4.5,3.81089,18
562,2.9,2.36677,19
562,5.0,3.31143,20
562,5.05,3.67564,21
562,8.3,5.80226,22
562,0.7,0.804616,23
562,2.4,0.0,24
562,2.8,2.21615,25
562,7.4,6.1099,26
562,1.45,1.82817,27
562,4.8,4.2733,28
562,1.6,0.0,29
562,4.65,3.42465,30
562,3.6,0.0,31
562,1.55,0.0,32
562,2.65,1.70268,33
562,4.25,3.41489,34
562,0.85,0.0,35
562,3.15,1.59356,36
16,4.65,3.62742,0
16,4.0,3.41317,1
16,3.8,3.43444,2
16,0.2,0.265809,3
16,10.65,9.58597,4
16,1.4,2.39238,5
16,1.6,1.33131,6
16,3.75,2.9948,7
16,8.4,7.61977,8
16,6.9,5.1843,9
16,4.35,3.56143,10
16,5.2,3.32699,11
16,5.85,5.95904,12
16,4.6,4.3984,13
16,3.45,3.95292,14
16,2.7,2.94682,15
16,4.35,3.79649,16
16,2.9,1.94806,17
16,9.05,5.76845,18
16,2.2,2.60071,19
16,4.35,5.62327,20
16,6.05,8.03015,21
16,10.65,6.2696,22
16,1.7,1.82579,23
16,2.9,0.0,24
16,4.05,3.04215,25
16,7.75,5.94054,26
16,4.1,1.97115,27
16,6.9,5.42009,28
16,1.45,0.0,29
16,3.35,4.84714,30
16,5.15,0.0,31
16,1.4,0.0,32
16,0.55,0.621525,33
16,4.35,3.74043,34
16,1.85,0.0,35
16,2.15,1.86457,36
30,2.15,2.0718,0
30,0.3,0.526855,1
30,2.1,2.42341,2
30,0.55,0.342629,3
30,6.25,6.50486,4
30,1.65,1.24511,5
30,0.75,0.875583,6
30,1.35,2.30792,7
30,5.0,4.87817,8
30,2.6,2.62324,9
30,3.0,2.26857,10
30,2.05,2.03944,11
30,4.9,5.66019,12
30,1.5,1.79915,13
30,2.5,2.75915,14
30,2.75,2.41997,15
30,0.75,1.83944,16
30,0.05,0.0614728,17
30,1.95,3.57191,18
30,2.7,1.7802,19
30,3.0,3.58252,20
30,4.85,4.32616,21
30,5.3,4.85538,22
30,0.8,1.32771,23
30,1.4,0.0,24
30,1.65,1.41019,25
30,3.8,3.11784,26
30,1.3,1.04771,27
30,6.45,5.33576,28
30,0.1,0.0,29
30,2.65,2.93269,30
30,1.2,0.0,31
30,2.15,0.0,32
30,0.2,0.108081,33
30,2.7,2.33342,34
30,0.55,0.0,35
30,2.15,1.40425,36
710,4.3,2.81587,0
710,0.9,1.53485,1
710,3.0,4.0202,2
710,0.45,0.257586,3
710,7.4,6.1836,4
710,1.1,2.00555,5
710,1.2,0.922856,6
710,3.2,3.42051,7
710,8.35,6.47679,8
710,5.7,3.56888,9
710,2.95,2.85027,10
710,2.65,2.06294,11
710,6.1,5.68378,12
710,2.9,2.34286,13
710,3.05,2.87385,14
710,2.85,2.05325,15
710,5.8,3.27658,16
710,0.55,0.457014,17
710,5.85,6.41318,18
710,2.3,2.05988,19
710,3.55,3.12494,20
710,6.1,6.73985,21
710,8.85,4.2636,22
710,2.3,2.11701,23
710,3.4,0.0,24
710,3.75,1.861,25
710,5.95,4.32821,26
710,2.4,1.32412,27
710,6.35,5.66794,28
710,1.1,0.0,29
710,4.15,3.27717,30
710,7.55,0.0,31
710,2.3,0.0,32
710,0.95,0.269341,33
710,3.65,2.64523,34
710,1.35,0.0,35
710,2.05,1.56364,36
406,4.6,3.98182,0
406,2.4,3.14122,1
406,5.25,4.21943,2
406,0.3,0.161115,3
406,8.95,7.59638,4
406,1.25,1.7201,5
406,1.8,1.19034,6
406,1.35,1.5055,7
406,7.5,6.53195,8
406,5.6,4.70242,9
406,4.0,3.81225,10
406,3.2,2.93971,11
406,4.5,3.18317,12
406,4.35,4.59394,13
406,6.9,4.75762,14
406,1.5,2.87413,15
406,2.2,3.29191,16
406,1.55,1.42312,17
406,9.45,7.29344,18
406,1.9,2.12822,19
406,4.65,4.28815,20
406,6.3,6.08146,21
406,8.95,8.25708,22
406,1.05,1.10337,23
406,4.05,0.0,24
406,3.0,2.82938,25
406,4.1,5.74455,26
406,1.9,1.94299,27
406,5.5,3.7285,28
406,1.95,0.0,29
406,7.2,5.94608,30
406,3.55,0.0,31
406,1.2,0.0,32
406,0.55,0.767547,33
406,3.35,3.76232,34
406,0.9,0.0,35
406,1.35,1.35077,36
706,4.3,3.482,0
706,1.1,1.53969,1
706,3.4,3.82309,2
706,0.5,0.214639,3
706,7.45,6.52219,4
706,1.45,1.82583,5
706,1.65,1.11857,6
706,2.0,2.91254,7
706,8.45,6.61673,8
706,4.75,3.7632,9
706,3.5,3.2798,10
706,3.9,2.45712,11
706,5.3,5.05516,12
706,3.8,3.1903,13
706,3.8,3.21652,14
706,3.0,2.22771,15
706,5.5,4.19142,16
706,0.45,0.319554,17
706,5.55,5.86812,18
706,1.85,2.12574,19
706,4.25,3.2731,20
706,7.95,6.38261,21
706,8.25,5.63466,22
706,1.9,1.87795,23
706,2.6,0.0,24
706,3.1,1.9104,25
706,6.4,4.679,26
706,2.45,1.70987,27
706,7.8,5.32738,28
706,1.15,0.0,29
706,4.35,4.11717,30
706,6.7,0.0,31
706,1.1,0.0,32
706,1.05,0.485877,33
706,2.9,2.73036,34
706,1.2,0.0,35
706,1.4,1.55743,36
730,2.1,1.96517,0
730,3.25,3.29939,1
730,4.05,2.77512,2
730,0.75,0.259,3
730,8.85,7.13672,4
730,2.65,1.72948,5
730,0.4,0.625068,6
730,2.5,1.86622,7
730,7.65,6.21737,8
730,5.3,4.58771,9
730,3.5,3.07628,10
730,3.2,2.17772,11
730,7.05,6.05147,12
730,2.8,2.30161,13
730,4.35,3.82101,14
730,2.2,1.85288,15
730,0.8,1.10213,16
730,1.85,1.66389,17
730,6.35,4.32181,18
730,2.05,2.10017,19
730,4.45,3.91073,20
730,7.25,6.91026,21
730,7.05,3.85933,22
730,1.45,1.18084,23
730,3.0,0.0,24
730,2.85,2.69385,25
730,5.1,5.08592,26
730,1.2,1.24134,27
730,6.15,5.34325,28
730,1.45,0.0,29
730,3.1,3.91913,30
730,2.5,0.0,31
730,2.15,0.0,32
730,0.7,0.50449,33
730,2.75,2.90988,34
730,0.5,0.0,35
730,1.9,1.48609,36
671,3.05,2.89045,0
671,4.1,3.97496,1
671,2.2,2.79178,2
671,0.4,0.149901,3
671,10.15,8.9133,4
671,2.05,1.86642,5
671,0.4,0.723067,6
671,1.5,0.747627,7
671,7.35,5.84331,8
671,4.65,5.97997,9
671,3.75,4.08242,10
671,3.6,2.82872,11
671,4.0,3.84273,12
671,3.15,3.07781,13
671,4.85,4.3938,14
671,1.45,1.41733,15
671,1.85,1.89672,16
671,3.35,2.57211,17
671,3.65,4.21199,18
671,2.7,2.43653,19
671,6.5,5.27758,20
671,7.0,6.59124,21
671,3.75,4.54854,22
671,0.8,0.664379,23
671,2.5,0.0,24
671,3.05,3.53144,25
671,6.45,6.15262,26
671,1.3,1.69753,27
671,4.35,3.90159,28
671,1.05,0.0,29
671,5.0,5.17658,30
671,2.4,0.0,31
671,2.45,0.0,32
671,1.7,1.38702,33
671,3.6,3.6113,34
671,0.65,0.0,35
671,2.2,1.51428,36
568,4.8,2.47892,0
568,2.5,1.41037,1
568,4.3,2.17192,2
568,0.2,0.144625,3
568,6.6,5.00531,4
568,2.35,0.971835,5
568,0.65,0.722189,6
568,2.35,1.32056,7
568,6.1,4.53951,8
568,6.7,3.85623,9
568,4.15,3.19381,10
568,3.45,1.64995,11
568,9.95,6.34639,12
568,2.15,1.94426,13
568,3.85,2.22422,14
568,2.9,1.50832,15
568,2.25,2.17509,16
568,1.25,0.639022,17
568,3.75,2.81853,18
568,2.85,2.1216,19
568,3.4,2.18113,20
568,7.4,3.4256,21
568,2.95,3.41748,22
568,1.75,0.898071,23
568,2.0,0.0,24
568,3.95,2.05801,25
568,6.3,4.45549,26
568,1.75,0.983273,27
568,6.95,4.99769,28
568,1.0,0.0,29
568,3.15,1.96619,30
568,3.3,0.0,31
568,1.95,0.0,32
568,0.25,0.189248,33
568,3.65,2.98366,34
568,0.7,0.0,35
568,1.9,1.31086,36
558,4.15,2.8623,0
558,2.15,2.01719,1
558,2.35,1.82876,2
558,0.4,0.202952,3
558,7.95,4.4162,4
558,1.5,1.04083,5
558,0.45,0.775,6
558,0.85,0.596718,7
558,6.55,4.89869,8
558,6.7,4.05747,9
558,3.75,3.46427,10
558,3.45,1.98934,11
558,7.4,5.99395,12
558,2.0,1.73655,13
558,3.85,1.78126,14
558,0.85,0.544782,15
558,2.05,1.82108,16
558,0.9,1.18731,17
558,3.25,2.74482,18
558,2.8,2.08515,19
558,4.85,2.0933,20
558,5.25,3.18665,21
558,5.65,5.19838,22
558,0.75,0.704049,23
558,2.25,0.0,24
558,3.45,2.3695,25
558,5.65,4.67923,26
558,1.5,1.25681,27
558,4.8,3.89874,28
558,0.65,0.0,29
558,1.85,1.33848,30
558,2.45,0.0,31
558,1.6,0.0,32
558,1.75,0.810919,33
558,3.95,2.98182,34
558,1.05,0.0,35
558,2.4,1.44901,36
694,4.55,4.15674,0
694,0.8,1.21611,1
694,3.2,2.78784,2
694,0.3,0.122043,3
694,9.45,6.35632,4
694,1.05,0.597359,5
694,1.3,1.23279,6
694,0.85,0.626258,7
694,7.35,5.77667,8
694,3.95,3.59881,9
694,4.15,3.87208,10
694,3.8,2.77569,11
694,5.35,4.42488,12
694,4.7,3.67723,13
694,3.3,3.05537,14
694,0.95,1.58691,15
694,4.85,4.01977,16
694,0.1,0.250858,17
694,3.35,4.16756,18
694,2.1,2.04658,19
694,4.9,2.85446,20
694,4.9,3.28247,21
694,6.65,7.33844,22
694,0.75,0.617691,23
694,3.2,0.0,24
694,2.1,1.78792,25
694,7.25,5.39641,26
694,1.8,1.91755,27
694,6.25,4.13375,28
694,1.6,0.0,29
694,5.0,3.29908,30
694,4.4,0.0,31
694,1.5,0.0,32
694,1.4,2.04761,33
694,3.75,2.92371,34
694,1.0,0.0,35
694,1.9,1.4296,36
580,3.2,2.37538,0
580,1.85,1.48133,1
580,2.35,2.27072,2
580,0.1,0.0739341,3
580,4.7,5.51971,4
580,1.45,1.14731,5
580,1.05,0.721156,6
580,1.35,1.30717,7
580,5.3,4.02301,8
580,3.9,3.98498,9
580,3.75,3.28591,10
580,1.95,1.67301,11
580,6.05,5.14033,12
580,3.2,2.35081,13
580,3.0,2.63259,14
580,2.75,2.05542,15
580,3.75,2.4965,16
580,0.75,0.63246,17
580,2.9,2.6643,18
580,1.95,2.13058,19
580,2.35,2.6206,20
580,4.65,4.13786,21
580,5.9,3.18574,22
580,0.7,0.823416,23
580,1.3,0.0,24
580,1.6,2.12466,25
580,4.4,4.68912,26
580,0.65,1.28684,27
580,5.25,5.08873,28
580,0.8,0.0,29
580,3.35,2.46823,30
580,3.7,0.0,31
580,1.05,0.0,32
580,0.25,0.325918,33
580,4.0,2.95945,34
580,0.1,0.0,35
580,1.45,1.2827,36
659,0.4,0.690322,0
659,0.35,0.275954,1
659,0.8,0.872754,2
659,0.2,0.273848,3
659,4.4,5.5452,4
659,0.9,0.944561,5
659,0.25,0.470235,6
659,0.05,0.0,7
659,2.7,2.94594,8
659,2.9,2.12403,9
659,2.65,2.54817,10
659,1.2,1.62409,11
659,0.85,1.70564,12
659,1.4,1.28707,13
659,0.7,1.55753,14
659,0.6,1.19362,15
659,0.25,0.293792,16
659,0.2,0.0,17
659,0.7,1.11852,18
659,1.25,1.38211,19
659,1.85,3.00702,20
659,1.6,2.82226,21
659,3.0,2.57926,22
659,0.0,0.0837511,23
659,0.65,0.0,24
659,2.2,1.09501,25
659,4.25,3.54181,26
659,0.65,1.04211,27
659,0.45,1.2297,28
659,0.75,0.0,29
659,0.85,1.58753,30
659,0.15,0.0,31
659,1.05,0.0,32
659,0.85,0.793293,33
659,2.7,2.47803,34
659,0.35,0.0,35
659,1.5,1.27833,36
599,5.55,3.65176,0
599,0.95,1.06855,1
599,4.5,3.9643,2
599,0.55,0.171296,3
599,7.75,5.95896,4
599,0.8,1.45893,5
599,1.15,1.12035,6
599,1.3,1.45015,7
599,7.15,4.66842,8
599,4.4,3.85295,9
599,3.35,3.21148,10
599,3.7,2.6165,11
599,5.2,4.38315,12
599,6.35,3.34035,13
599,2.65,2.59803,14
599,2.7,2.579,15
599,4.75,4.42022,16
599,0.4,0.36149,17
599,6.85,5.89121,18
599,3.3,2.30005,19
599,4.35,2.77314,20
599,4.65,4.52135,21
599,5.45,4.01324,22
599,1.55,1.10052,23
599,2.4,0.0,24
599,2.55,2.06318,25
599,4.85,4.77956,26
599,1.55,1.36594,27
599,7.5,4.63925,28
599,2.6,0.0,29
599,4.15,2.61569,30
599,5.4,0.0,31
599,2.25,0.0,32
599,0.25,0.0,33
599,2.7,2.90735,34
599,0.8,0.0,35
599,2.25,1.51229,36
132,2.5,2.07047,0
132,2.75,1.53477,1
132,4.25,2.6607,2
132,0.5,0.327231,3
132,8.0,6.33127,4
132,1.5,1.82297,5
132,0.75,0.782041,6
132,2.7,2.21182,7
132,5.9,4.51532,8
132,4.95,3.42387,9
132,2.9,2.51251,10
132,2.35,2.39908,11
132,7.6,7.07592,12
132,1.9,1.59989,13
132,3.35,3.33688,14
132,1.45,1.65602,15
132,1.2,1.77146,16
132,1.3,0.580829,17
132,6.15,3.78032,18
132,2.15,1.75446,19
132,4.05,3.43652,20
132,7.0,6.25882,21
132,3.55,2.79301,22
132,1.15,1.35686,23
132,1.8,0.0,24
132,3.45,1.54234,25
132,5.65,3.62154,26
132,1.05,1.21018,27
132,6.2,4.43945,28
132,0.4,0.0,29
132,3.3,3.59478,30
132,1.15,0.0,31
132,2.05,0.0,32
132,0.6,0.646021,33
132,3.0,2.40607,34
132,0.25,0.0,35
132,1.7,1.54747,36
310,3.8,3.21654,0
310,0.55,1.06016,1
310,3.65,2.35302,2
310,0.35,0.263309,3
310,7.6,7.92091,4
310,1.2,1.09782,5
310,1.15,1.47712,6
310,1.6,1.54808,7
310,5.6,4.48468,8
310,4.6,3.09176,9
310,3.1,2.58534,10
310,2.7,3.1954,11
310,5.3,4.10403,12
310,1.75,2.50882,13
310,1.65,2.94555,14
310,2.15,2.4947,15
310,4.65,3.52589,16
310,0.25,0.405724,17
310,5.7,3.54014,18
310,1.95,2.18541,19
310,4.55,4.18248,20
310,4.4,3.87155,21
310,5.15,6.8154,22
310,0.95,0.885641,23
310,1.3,0.0,24
310,2.05,1.94204,25
310,5.8,4.04932,26
310,2.0,2.3264,27
310,5.85,3.70094,28
310,0.8,0.0,29
310,1.7,3.03225,30
310,4.0,0.0,31
310,1.65,0.0,32
310,0.65,1.10701,33
310,3.05,2.71738,34
310,1.2,0.0,35
310,2.45,1.90015,36
600,4.5,3.76149,0
600,2.7,2.23518,1
600,4.45,3.57322,2
600,0.35,0.237154,3
600,9.05,6.74237,4
600,1.95,2.09233,5
600,0.95,1.09887,6
600,3.7,2.65917,7
600,6.35,5.6556,8
600,5.2,5.10092,9
600,4.4,3.78995,10
600,3.0,2.53544,11
600,10.7,8.23536,12
600,2.55,2.57159,13
600,3.95,3.24023,14
600,2.4,2.24555,15
600,3.4,3.61411,16
600,1.3,0.843241,17
600,5.65,5.14248,18
600,3.25,2.91369,19
600,4.4,3.10467,20
600,6.75,5.86171,21
600,4.1,4.42435,22
600,2.55,1.82202,23
600,1.65,0.0,24
600,3.35,2.47951,25
